No,building_name,category,prefecture,city,station_num,station,method,time,age,total_stairs,stairs,layout,room_num,space,south,corner,rent,unit_price,url
1552,ウェルカーサ横浜中央,マンション,神奈川県,横浜市西区,3,戸部,walk,3,11,10,2,1K,1,26.56,1,0,87000,3275.6024096385545,https://sumaity.com/chintai/kanagawa_prop/prop_284864979/
1553,ドゥーエ横濱台町,マンション,神奈川県,横浜市神奈川区,3,神奈川,walk,6,14,10,5,1K,1,23.18,0,0,99000,4270.923209663503,https://sumaity.com/chintai/kanagawa_prop/prop_287755033/
1554,メゾンドボヌール2,マンション,神奈川県,川崎市川崎区,3,川崎,walk,10,6,8,8,1K,1,25.97,1,0,101000,3889.1028109356953,https://sumaity.com/chintai/kanagawa_prop/prop_287511023/
1555,オークデンコート,マンション,神奈川県,横浜市西区,3,高島町,walk,5,17,8,5,1K,1,33.39,0,1,95000,2845.163222521713,https://sumaity.com/chintai/kanagawa_prop/prop_288002557/
1556,エクランウエストヒルズ,マンション,神奈川県,川崎市幸区,3,川崎,walk,5,15,7,4,1K,1,17.61,0,1,78000,4429.301533219762,https://sumaity.com/chintai/kanagawa_prop/prop_266116939/
1557,メインステージ川崎３,マンション,神奈川県,川崎市川崎区,3,川崎,walk,14,13,7,5,1K,1,22.04,1,0,85000,3856.624319419238,https://sumaity.com/chintai/kanagawa_prop/prop_287629495/
1558,柳沢ハイツ,マンション,神奈川県,川崎市幸区,3,元住吉,walk,15,28,6,6,1K,1,16.56,1,0,58000,3502.4154589371983,https://sumaity.com/chintai/kanagawa_prop/prop_287448913/
1559,柳沢ハイツ,マンション,神奈川県,川崎市幸区,3,元住吉,walk,15,28,6,6,1K,1,16.56,1,0,58000,3502.4154589371983,https://sumaity.com/chintai/kanagawa_prop/prop_284445035/
1560,ＰＡＴＩＮＡ下丸子,マンション,東京都,大田区,3,武蔵新田,walk,8,7,5,2,1K,1,26.22,0,0,94000,3585.0495804729217,https://sumaity.com/chintai/tokyo_prop/prop_287991573/
1561,クレッシェンド平和島,マンション,東京都,大田区,3,平和島,walk,4,4,5,5,1R,1,13.41,1,0,71000,5294.55630126771,https://sumaity.com/chintai/tokyo_prop/prop_287443199/
1562,メゾン・ウィスタリア５,マンション,神奈川県,横浜市神奈川区,3,大口,walk,5,5,4,4,1K,1,23.3,1,0,77000,3304.7210300429183,https://sumaity.com/chintai/kanagawa_prop/prop_287572875/
1563,メゾン・ウィスタリア５,マンション,神奈川県,横浜市神奈川区,3,大口,walk,5,5,4,3,1K,1,23.3,1,0,77000,3304.7210300429183,https://sumaity.com/chintai/kanagawa_prop/prop_286606719/
1564,セントラルフォーレ,マンション,神奈川県,横浜市西区,3,平沼橋,walk,12,28,4,2,1R,1,20.0,1,0,60000,3000.0,https://sumaity.com/chintai/kanagawa_prop/prop_280665433/
1565,セントラルフォーレ,マンション,神奈川県,横浜市西区,3,平沼橋,walk,12,28,4,1,1R,1,20.0,1,0,60000,3000.0,https://sumaity.com/chintai/kanagawa_prop/prop_237505477/
1566,カトレイユ池上,マンション,東京都,大田区,3,池上,walk,14,28,3,3,1K,1,21.87,1,0,66000,3017.832647462277,https://sumaity.com/chintai/tokyo_prop/prop_281670351/
1567,リーヴェルＧｉｎｏ元住吉,アパート,神奈川県,川崎市中原区,3,元住吉,walk,8,4,3,3,1K,1,17.18,0,1,74000,4307.334109429569,https://sumaity.com/chintai/kanagawa_prop/prop_287757905/
1568,リーヴェルＧｉｎｏ元住吉,アパート,神奈川県,川崎市中原区,3,元住吉,walk,8,4,3,3,1K,1,17.18,0,1,74000,4307.334109429569,https://sumaity.com/chintai/kanagawa_prop/prop_287754649/
1569,リーヴェルＧｉｎｏ元住吉,アパート,神奈川県,川崎市中原区,3,元住吉,walk,8,4,3,3,1K,1,17.18,0,1,74000,4307.334109429569,https://sumaity.com/chintai/kanagawa_prop/prop_245361683/
1570,反町国分,マンション,神奈川県,横浜市神奈川区,3,反町,walk,1,36,3,2,1K,1,17.0,0,0,57000,3352.9411764705883,https://sumaity.com/chintai/kanagawa_prop/prop_281045272/
1571,反町国分,マンション,神奈川県,横浜市神奈川区,3,反町,walk,1,36,3,1,1K,1,17.0,0,0,57000,3352.9411764705883,https://sumaity.com/chintai/kanagawa_prop/prop_278133961/
1572,（仮）デュオメゾン大森北EAST,アパート,東京都,大田区,3,平和島,walk,4,0,3,3,1R,1,20.18,0,1,87000,4311.199207135778,https://sumaity.com/chintai/tokyo_prop/prop_283466403/
1573,（仮）デュオメゾン大森北EAST,アパート,東京都,大田区,3,平和島,walk,4,0,3,2,1K,1,17.49,0,0,81000,4631.217838765009,https://sumaity.com/chintai/tokyo_prop/prop_283472725/
1574,（仮）デュオメゾン大森北EAST,アパート,東京都,大田区,3,平和島,walk,4,0,3,2,1R,1,17.7,0,0,81000,4576.271186440678,https://sumaity.com/chintai/tokyo_prop/prop_283466805/
1575,（仮）デュオメゾン大森北EAST,アパート,東京都,大田区,3,平和島,walk,4,0,3,2,1K,1,17.49,0,0,80000,4574.042309891367,https://sumaity.com/chintai/tokyo_prop/prop_283466853/
1576,（仮）デュオメゾン大森北EAST,アパート,東京都,大田区,3,平和島,walk,4,0,3,2,1R,1,20.18,0,1,87000,4311.199207135778,https://sumaity.com/chintai/tokyo_prop/prop_283469057/
1577,（仮）デュオメゾン大森北EAST,アパート,東京都,大田区,3,平和島,walk,4,0,3,1,1R,1,21.73,0,1,88000,4049.700874367234,https://sumaity.com/chintai/tokyo_prop/prop_283474555/
1578,（仮）デュオメゾン大森北EAST,アパート,東京都,大田区,3,平和島,walk,4,0,3,1,1K,1,21.73,0,1,87000,4003.6815462494246,https://sumaity.com/chintai/tokyo_prop/prop_283473569/
1579,（仮）デュオメゾン大森北EAST,アパート,東京都,大田区,3,平和島,walk,4,0,3,1,1R,1,21.53,0,1,87000,4040.873200185787,https://sumaity.com/chintai/tokyo_prop/prop_283474081/
1580,鶴見三業共同ビル,マンション,神奈川県,横浜市鶴見区,3,京急鶴見,walk,2,53,3,3,1R,1,16.99,0,0,50000,2942.9075927015892,https://sumaity.com/chintai/kanagawa_prop/prop_253379532/
1581,鶴見三業共同ビル,マンション,神奈川県,横浜市鶴見区,3,京急鶴見,walk,2,53,3,3,1R,1,17.0,0,0,50000,2941.176470588235,https://sumaity.com/chintai/kanagawa_prop/prop_280132285/
1582,ハウスヤマカワ,マンション,神奈川県,川崎市中原区,3,向河原,walk,5,28,3,1,1K,1,16.5,0,1,62000,3757.5757575757575,https://sumaity.com/chintai/kanagawa_prop/prop_287301033/
1583,グランドールＭ,マンション,東京都,大田区,3,蒲田,walk,7,35,3,2,1LDK,1,32.5,1,1,85000,2615.3846153846152,https://sumaity.com/chintai/tokyo_prop/prop_288082341/
1584,グランドールＭ,マンション,東京都,大田区,3,蒲田,walk,7,35,3,2,1LDK,1,32.0,1,0,85000,2656.25,https://sumaity.com/chintai/tokyo_prop/prop_281603869/
1585,ザ・ハウス２１,アパート,神奈川県,川崎市幸区,3,京急川崎,walk,7,33,2,2,1K,1,19.05,1,1,65000,3412.0734908136483,https://sumaity.com/chintai/kanagawa_prop/prop_265196562/
1586,ハイツはじめ,アパート,東京都,大田区,3,池上,walk,10,18,2,2,1DK,1,28.67,0,1,75000,2615.9748866410882,https://sumaity.com/chintai/tokyo_prop/prop_287292315/
1587,テルベール岸谷,アパート,神奈川県,横浜市鶴見区,3,生麦,walk,3,13,2,2,1K,1,17.39,1,1,65000,3737.780333525014,https://sumaity.com/chintai/kanagawa_prop/prop_286039641/
1588,テルベール岸谷,アパート,神奈川県,横浜市鶴見区,3,生麦,walk,3,13,2,2,1K,1,17.39,1,1,65000,3737.780333525014,https://sumaity.com/chintai/kanagawa_prop/prop_259810537/
1589,アバンス槌屋,アパート,神奈川県,横浜市神奈川区,3,羽沢横浜国大,walk,7,30,2,1,1K,1,22.0,1,0,52000,2363.6363636363635,https://sumaity.com/chintai/kanagawa_prop/prop_280972598/
1590,ユナイト汐入アルティーガス,アパート,神奈川県,横浜市鶴見区,3,弁天橋,walk,7,5,2,2,1R,1,11.1,0,0,57500,5180.18018018018,https://sumaity.com/chintai/kanagawa_prop/prop_278308669/
1591,ユナイト汐入アルティーガス,アパート,神奈川県,横浜市鶴見区,3,弁天橋,walk,7,5,2,1,1R,1,11.1,0,0,56500,5090.090090090091,https://sumaity.com/chintai/kanagawa_prop/prop_280383480/
1592,ユナイト汐入アルティーガス,アパート,神奈川県,横浜市鶴見区,3,弁天橋,walk,7,5,2,1,1R,1,11.1,0,0,56500,5090.090090090091,https://sumaity.com/chintai/kanagawa_prop/prop_280185892/
1593,ユナイト汐入アルティーガス,アパート,神奈川県,横浜市鶴見区,3,弁天橋,walk,7,5,2,1,1R,1,11.1,0,0,56500,5090.090090090091,https://sumaity.com/chintai/kanagawa_prop/prop_286383581/
1594,ナイスアーバンステイツ横濱新子安,マンション,神奈川県,横浜市神奈川区,2,新子安,walk,7,13,11,2,1R,1,28.21,0,0,82000,2906.7706487061323,https://sumaity.com/chintai/kanagawa_prop/prop_286460285/
1595,ライオンズ川崎境町,マンション,神奈川県,川崎市川崎区,3,川崎,bus,7,32,10,4,1K,1,20.62,1,1,62000,3006.7895247332685,https://sumaity.com/chintai/kanagawa_prop/prop_280778075/
1596,グリーンハイツ大森,マンション,東京都,品川区,3,大森,walk,4,37,4,4,1DK,1,25.5,0,0,88000,3450.9803921568628,https://sumaity.com/chintai/tokyo_prop/prop_287507015/
1597,シティーハウスＷ,アパート,東京都,大田区,3,雑色,walk,5,12,3,3,1K,1,21.89,1,1,70000,3197.8072179077203,https://sumaity.com/chintai/tokyo_prop/prop_242407142/
1598,エンヒルズ横浜,アパート,神奈川県,横浜市神奈川区,3,新子安,walk,4,4,3,1,1LDK,1,30.65,0,1,103000,3360.522022838499,https://sumaity.com/chintai/kanagawa_prop/prop_267293753/
1599,アーブレ向河原,マンション,神奈川県,川崎市中原区,3,向河原,walk,5,24,3,2,1K,1,23.7,1,0,71000,2995.7805907172997,https://sumaity.com/chintai/kanagawa_prop/prop_280888360/
1600,ベル フル-ル,アパート,神奈川県,横浜市緑区,3,鴨居,walk,13,13,2,1,1LDK,1,48.19,1,1,96500,2002.4901431832332,https://sumaity.com/chintai/kanagawa_prop/prop_284760331/
1601,ジェルメ吹山２,アパート,神奈川県,横浜市鶴見区,3,鶴見,walk,15,4,2,1,1DK,1,29.3,1,1,85500,2918.088737201365,https://sumaity.com/chintai/kanagawa_prop/prop_287799871/
1602,ドミール石原,マンション,神奈川県,横浜市保土ケ谷区,3,和田町,walk,4,30,3,3,1R,1,23.09,1,1,53000,2295.3659592897357,https://sumaity.com/chintai/kanagawa_prop/prop_285190013/
1603,Dormouse Castle,マンション,神奈川県,川崎市川崎区,3,京急川崎,walk,7,11,14,6,1K,1,25.3,0,0,92000,3636.3636363636365,https://sumaity.com/chintai/kanagawa_prop/prop_286384181/
1604,Dormouse Castle,マンション,神奈川県,川崎市川崎区,3,京急川崎,walk,7,11,14,5,1K,1,25.3,0,0,90000,3557.312252964427,https://sumaity.com/chintai/kanagawa_prop/prop_283322097/
1605,Dormouse Castle,マンション,神奈川県,川崎市川崎区,3,京急川崎,walk,7,11,14,4,1K,1,26.65,0,0,92000,3452.1575984990623,https://sumaity.com/chintai/kanagawa_prop/prop_284171527/
1606,Ｄｏｒｍｏｕｓｅ和,マンション,神奈川県,川崎市川崎区,3,京急川崎,walk,9,4,13,2,1K,1,20.05,1,0,78000,3890.2743142144636,https://sumaity.com/chintai/kanagawa_prop/prop_288095779/
1607,リクレイシア八丁畷,マンション,神奈川県,川崎市川崎区,3,八丁畷,walk,3,14,12,12,1K,1,21.84,1,1,78500,3594.322344322344,https://sumaity.com/chintai/kanagawa_prop/prop_287370039/
1608,リクレイシア八丁畷,マンション,神奈川県,川崎市川崎区,3,八丁畷,walk,3,14,12,2,1K,1,22.23,1,0,92500,4161.0436347278455,https://sumaity.com/chintai/kanagawa_prop/prop_287211867/
1609,フェルクルール横浜新子安プレセダンヒルズ,マンション,神奈川県,横浜市神奈川区,3,新子安,walk,8,7,11,9,1K,1,20.94,1,0,102500,4894.937917860554,https://sumaity.com/chintai/kanagawa_prop/prop_286969587/
1610,フェルクルール横浜新子安プレセダンヒルズ,マンション,神奈川県,横浜市神奈川区,3,新子安,walk,8,7,11,3,1K,1,20.94,1,0,80000,3820.43935052531,https://sumaity.com/chintai/kanagawa_prop/prop_287446443/
1611,フェルクルール横浜新子安プレセダンヒルズ,マンション,神奈川県,横浜市神奈川区,3,新子安,walk,8,7,11,3,1K,1,20.9,1,1,80000,3827.751196172249,https://sumaity.com/chintai/kanagawa_prop/prop_287300751/
1612,レジディア東品川,マンション,東京都,品川区,3,北品川,walk,5,14,11,5,1K,1,21.2,0,0,108000,5094.33962264151,https://sumaity.com/chintai/tokyo_prop/prop_288090625/
1613,レジディア東品川,マンション,東京都,品川区,3,北品川,walk,5,14,11,3,1R,1,21.2,0,1,100000,4716.981132075472,https://sumaity.com/chintai/tokyo_prop/prop_287440125/
1614,ルーブル五反田弐番館,マンション,東京都,品川区,3,五反田,walk,6,19,11,10,1K,1,18.81,0,1,89600,4763.423710792132,https://sumaity.com/chintai/tokyo_prop/prop_264267711/
1615,ルーブル五反田弐番館,マンション,東京都,品川区,3,五反田,walk,6,19,11,2,1K,1,18.81,0,0,83600,4444.444444444444,https://sumaity.com/chintai/tokyo_prop/prop_285682145/
1616,ネオマイム鶴見リバーサイド,マンション,神奈川県,横浜市鶴見区,3,京急鶴見,walk,6,31,11,3,1R,1,19.65,1,0,65000,3307.8880407124684,https://sumaity.com/chintai/kanagawa_prop/prop_287610155/
1617,ヴァルトパーク南大井,マンション,東京都,品川区,3,大森,walk,4,16,10,4,1R,1,27.57,1,1,104000,3772.2161770039897,https://sumaity.com/chintai/tokyo_prop/prop_283657419/
1618,コスモシティ大森,マンション,東京都,品川区,3,大森,walk,10,13,9,5,1K,1,28.3,0,0,101000,3568.904593639576,https://sumaity.com/chintai/tokyo_prop/prop_288087447/
1619,パークノヴァ横濱弐番館,マンション,神奈川県,横浜市西区,3,平沼橋,walk,5,33,9,2,1R,1,21.0,1,0,55000,2619.0476190476193,https://sumaity.com/chintai/kanagawa_prop/prop_288001843/
1620,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,9,1K,1,23.1,1,1,88500,3831.168831168831,https://sumaity.com/chintai/kanagawa_prop/prop_287832449/
1621,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,9,1K,1,23.1,1,1,81500,3528.138528138528,https://sumaity.com/chintai/kanagawa_prop/prop_287755751/
1622,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,8,1K,1,23.1,1,1,88000,3809.523809523809,https://sumaity.com/chintai/kanagawa_prop/prop_287833875/
1623,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,8,1K,1,23.1,1,1,88000,3809.523809523809,https://sumaity.com/chintai/kanagawa_prop/prop_287755573/
1624,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,8,1K,1,23.1,1,1,81000,3506.493506493506,https://sumaity.com/chintai/kanagawa_prop/prop_287753873/
1625,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,7,1K,1,23.1,1,1,87500,3787.8787878787875,https://sumaity.com/chintai/kanagawa_prop/prop_287832435/
1626,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,6,1K,1,23.1,1,1,87000,3766.233766233766,https://sumaity.com/chintai/kanagawa_prop/prop_287832993/
1627,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,5,1K,1,23.1,1,1,86500,3744.5887445887442,https://sumaity.com/chintai/kanagawa_prop/prop_287831737/
1628,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,4,1K,1,23.1,1,1,86000,3722.9437229437226,https://sumaity.com/chintai/kanagawa_prop/prop_287832221/
1629,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,4,1K,1,23.1,1,1,79000,3419.9134199134196,https://sumaity.com/chintai/kanagawa_prop/prop_287833775/
1630,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,3,1K,1,21.13,1,0,85500,4046.3795551348794,https://sumaity.com/chintai/kanagawa_prop/prop_287755657/
1631,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,3,1K,1,21.13,1,1,85500,4046.3795551348794,https://sumaity.com/chintai/kanagawa_prop/prop_287682105/
1632,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,3,1K,1,23.1,1,0,85500,3701.298701298701,https://sumaity.com/chintai/kanagawa_prop/prop_287755049/
1633,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,3,1K,1,23.1,1,1,88500,3831.168831168831,https://sumaity.com/chintai/kanagawa_prop/prop_287754199/
1634,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,3,1K,1,23.1,1,1,85500,3701.298701298701,https://sumaity.com/chintai/kanagawa_prop/prop_287683939/
1635,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,3,1K,1,23.1,1,0,78500,3398.268398268398,https://sumaity.com/chintai/kanagawa_prop/prop_287756163/
1636,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,2,1K,1,21.13,1,0,85000,4022.7165168007573,https://sumaity.com/chintai/kanagawa_prop/prop_287754223/
1637,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,2,1K,1,21.13,1,1,85000,4022.7165168007573,https://sumaity.com/chintai/kanagawa_prop/prop_287685063/
1638,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,2,1K,1,23.1,1,0,85000,3679.6536796536793,https://sumaity.com/chintai/kanagawa_prop/prop_287756507/
1639,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,2,1K,1,23.1,1,1,85000,3679.6536796536793,https://sumaity.com/chintai/kanagawa_prop/prop_287627507/
1640,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,2,1K,1,23.1,1,1,78000,3376.6233766233763,https://sumaity.com/chintai/kanagawa_prop/prop_287682475/
1641,リヴシティ横濱生麦,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,4,0,9,2,1K,1,23.1,1,0,78000,3376.6233766233763,https://sumaity.com/chintai/kanagawa_prop/prop_287629395/
1642,ライオンズ生麦南,マンション,神奈川県,横浜市鶴見区,3,生麦,walk,3,30,9,4,1R,1,22.26,1,0,56000,2515.7232704402513,https://sumaity.com/chintai/kanagawa_prop/prop_286673423/
1643,Le a 横濱中央,マンション,神奈川県,横浜市西区,3,戸部,walk,3,9,8,5,1K,1,20.3,1,0,81500,4014.7783251231526,https://sumaity.com/chintai/kanagawa_prop/prop_285253453/
1644,ガーラ・ヴィスタ横浜子安,マンション,神奈川県,横浜市神奈川区,3,子安,walk,5,2,7,7,1K,1,20.3,0,0,78000,3842.3645320197043,https://sumaity.com/chintai/kanagawa_prop/prop_287832511/
1645,ガーラ・ヴィスタ横浜子安,マンション,神奈川県,横浜市神奈川区,3,子安,walk,5,2,7,5,1K,1,20.3,0,0,77000,3793.103448275862,https://sumaity.com/chintai/kanagawa_prop/prop_287064107/
1646,ＰＲＥＭＩＵＭＣＵＢＥ大森,マンション,東京都,品川区,3,大森,walk,9,11,7,4,1R,1,22.75,0,1,84000,3692.3076923076924,https://sumaity.com/chintai/tokyo_prop/prop_287829221/
1647,メインステージ元住吉,マンション,神奈川県,川崎市中原区,2,元住吉,walk,11,3,7,7,1K,1,21.6,1,0,91000,4212.962962962963,https://sumaity.com/chintai/kanagawa_prop/prop_287756789/
1648,メインステージ元住吉,マンション,神奈川県,川崎市中原区,2,元住吉,walk,11,3,7,5,1K,1,21.6,0,0,90000,4166.666666666666,https://sumaity.com/chintai/kanagawa_prop/prop_286890821/
1649,ＭＫ多摩川,マンション,神奈川県,川崎市中原区,3,向河原,walk,6,16,7,2,1K,1,22.0,1,0,79000,3590.909090909091,https://sumaity.com/chintai/kanagawa_prop/prop_287300563/
1650,ラヴィアンローズ,マンション,神奈川県,横浜市鶴見区,3,尻手,walk,6,12,5,2,1K,1,30.0,0,1,102000,3400.0,https://sumaity.com/chintai/kanagawa_prop/prop_285035033/
1651,レジデンス大口通,マンション,神奈川県,横浜市神奈川区,3,大口,walk,5,16,5,3,1R,1,18.0,1,1,58000,3222.222222222222,https://sumaity.com/chintai/kanagawa_prop/prop_283056923/
1652,レジデンス大口通,マンション,神奈川県,横浜市神奈川区,3,大口,walk,5,16,5,3,1R,1,18.0,1,1,57000,3166.6666666666665,https://sumaity.com/chintai/kanagawa_prop/prop_258423357/
1653,レジデンス大口通,マンション,神奈川県,横浜市神奈川区,3,大口,walk,5,16,5,2,1K,1,18.13,1,1,57000,3143.9602868174297,https://sumaity.com/chintai/kanagawa_prop/prop_253380000/
1654,ハイツ・ニコク,マンション,神奈川県,横浜市鶴見区,3,尻手,walk,9,30,5,4,1R,1,33.62,1,1,72000,2141.5823914336706,https://sumaity.com/chintai/kanagawa_prop/prop_284987797/
1655,ハイツ・ニコク,マンション,神奈川県,横浜市鶴見区,3,尻手,walk,9,30,5,2,1R,1,30.0,1,1,71000,2366.6666666666665,https://sumaity.com/chintai/kanagawa_prop/prop_286672281/
1656,グラントゥルース大森プレミオ,マンション,東京都,品川区,3,大森,walk,7,13,5,4,1K,1,19.68,1,0,84000,4268.292682926829,https://sumaity.com/chintai/tokyo_prop/prop_259804090/
1657,LEGALAND大森山王,マンション,東京都,大田区,3,大森,walk,7,3,5,2,1K,1,24.79,1,0,101000,4074.223477208552,https://sumaity.com/chintai/tokyo_prop/prop_286969273/
1658,ウィンガーデン川崎1,マンション,神奈川県,川崎市川崎区,3,川崎,walk,12,30,4,4,1K,1,16.95,0,1,62000,3657.817109144543,https://sumaity.com/chintai/kanagawa_prop/prop_286186685/
1659,井本ビル,マンション,東京都,大田区,3,蒲田,walk,4,34,4,2,1R,1,16.5,1,1,60000,3636.3636363636365,https://sumaity.com/chintai/tokyo_prop/prop_285739593/
1660,インプレス蒲田,マンション,東京都,大田区,3,京急蒲田,walk,6,9,4,1,1K,1,25.68,0,0,98000,3816.1993769470405,https://sumaity.com/chintai/tokyo_prop/prop_287902579/
1661,ヴァンテジオ蒲田,マンション,東京都,大田区,3,梅屋敷,walk,9,3,4,4,1R,1,19.35,0,1,95000,4909.5607235142115,https://sumaity.com/chintai/tokyo_prop/prop_282156318/
1662,ヴァンテジオ蒲田,マンション,東京都,大田区,3,梅屋敷,walk,9,3,4,4,1R,1,19.35,0,1,96000,4961.240310077519,https://sumaity.com/chintai/tokyo_prop/prop_281653023/
1663,ヴァンテジオ蒲田,マンション,東京都,大田区,3,梅屋敷,walk,9,3,4,1,1R,1,19.35,1,1,90000,4651.162790697674,https://sumaity.com/chintai/tokyo_prop/prop_287294943/
1664,ラティエラ西蒲田,マンション,東京都,大田区,3,蓮沼,walk,7,3,4,1,1R,1,25.16,1,1,97000,3855.3259141494436,https://sumaity.com/chintai/tokyo_prop/prop_287364127/
1665,CLIO鶴見伍番館,マンション,神奈川県,横浜市鶴見区,3,弁天橋,walk,9,29,4,2,1K,1,17.0,1,0,55000,3235.294117647059,https://sumaity.com/chintai/kanagawa_prop/prop_277529382/
1666,ファミリーコート,マンション,神奈川県,川崎市中原区,3,向河原,walk,7,26,4,1,1LDK,1,39.88,0,0,101000,2532.59779338014,https://sumaity.com/chintai/kanagawa_prop/prop_283966501/
1667,山田ビル,マンション,東京都,品川区,3,大森海岸,walk,9,31,4,1,1K,1,17.91,0,1,65000,3629.2573981016194,https://sumaity.com/chintai/tokyo_prop/prop_272227444/
1668,レオーネ蒲田南,マンション,東京都,大田区,3,雑色,walk,8,0,4,1,1R,1,25.88,1,0,110000,4250.386398763524,https://sumaity.com/chintai/tokyo_prop/prop_285433605/
1669,レオーネ蒲田南,マンション,東京都,大田区,3,雑色,walk,8,0,4,1,1K,1,25.62,0,0,109000,4254.488680718188,https://sumaity.com/chintai/tokyo_prop/prop_285423793/
1670,レオーネ蒲田南,マンション,東京都,大田区,3,雑色,walk,8,0,4,1,1K,1,25.41,0,1,108000,4250.295159386068,https://sumaity.com/chintai/tokyo_prop/prop_285423717/
1671,宮田ビル,マンション,東京都,大田区,3,大森,walk,9,36,3,2,1R,1,30.64,0,1,78000,2545.691906005222,https://sumaity.com/chintai/tokyo_prop/prop_287744513/
1672,アスリート,マンション,東京都,大田区,3,梅屋敷,walk,4,13,3,2,1K,1,24.55,1,0,78000,3177.1894093686356,https://sumaity.com/chintai/tokyo_prop/prop_252353794/
1673,アイランドコア横濱平沼,マンション,神奈川県,横浜市西区,3,西横浜,walk,5,6,3,1,1R,1,18.17,0,0,66000,3632.361034672537,https://sumaity.com/chintai/kanagawa_prop/prop_287757167/
1674,アイランドコア横濱平沼,マンション,神奈川県,横浜市西区,3,西横浜,walk,5,6,3,1,1R,1,18.17,1,0,66000,3632.361034672537,https://sumaity.com/chintai/kanagawa_prop/prop_259604979/
1675,アイランドコア横濱平沼,マンション,神奈川県,横浜市西区,3,西横浜,walk,5,6,3,1,1R,1,18.17,0,0,67000,3687.396807925151,https://sumaity.com/chintai/kanagawa_prop/prop_285437203/
1676,アイランドコア横濱平沼,マンション,神奈川県,横浜市西区,3,西横浜,walk,5,6,3,1,1R,1,18.25,1,1,67000,3671.2328767123286,https://sumaity.com/chintai/kanagawa_prop/prop_257889705/
1677,アイルイン川崎大師,アパート,神奈川県,川崎市川崎区,3,東門前,walk,7,4,3,3,1K,1,21.53,1,0,66000,3065.4900139340452,https://sumaity.com/chintai/kanagawa_prop/prop_287683329/
1678,アイルイン川崎大師,アパート,神奈川県,川崎市川崎区,3,東門前,walk,7,4,3,2,1K,1,21.53,1,0,64000,2972.596377148165,https://sumaity.com/chintai/kanagawa_prop/prop_287683609/
1679,ヴァンテアン矢向,マンション,神奈川県,横浜市鶴見区,3,尻手,walk,5,29,3,3,1K,1,20.67,1,0,67000,3241.412675374939,https://sumaity.com/chintai/kanagawa_prop/prop_287369695/
1680,ビラワコー,マンション,東京都,大田区,3,矢口渡,walk,5,47,3,2,1K,1,20.0,0,0,65500,3275.0,https://sumaity.com/chintai/tokyo_prop/prop_285796289/
1681,ベルハイム,アパート,東京都,大田区,3,蓮沼,walk,8,21,2,1,1R,1,16.5,1,0,62000,3757.5757575757575,https://sumaity.com/chintai/tokyo_prop/prop_280943511/
1682,ブルーモンク,アパート,神奈川県,横浜市鶴見区,3,矢向,walk,7,8,2,2,1K,1,24.97,1,1,78000,3123.7484981978378,https://sumaity.com/chintai/kanagawa_prop/prop_287162465/
1683,コーポＭＳ,アパート,東京都,大田区,3,矢口渡,walk,5,33,2,2,1K,1,17.0,1,0,65000,3823.529411764706,https://sumaity.com/chintai/tokyo_prop/prop_286989627/
1684,西大井三井ハウス,アパート,東京都,品川区,3,西大井,walk,7,45,2,2,1DK,1,30.28,1,0,90000,2972.25891677675,https://sumaity.com/chintai/tokyo_prop/prop_287677719/
